class_code,schedule,instructor,year
Math 117 THU,"TTh, 10-11:30AM","NEMENZO, FIDEL; ARICHETA, VICTOR MANUEL",AY2324B
Math 117 THW,"TTh, 1-2:30PM","DIMABAYAO, JEROME",AY2324B
Math 117 THX,"TTh, 2:30-4PM","DIMABAYAO, JEROME",AY2324B
Math 117 WFY,"WF, 4-5:30PM","NEMENZO, FIDEL; GUADALUPE, RUSSELLE",AY2324B
Math 122 THU,"TTh, 10-11:30AM","PIMENTEL, JOHNATAN",AY2324B
Math 122 THU-1,"TTh, 10-11:30AM","OROPEZA, ALIP",AY2324B
Math 122 THV,"TTh, 11:30AM-1PM","OROPEZA, ALIP",AY2324B
Math 122 THV-1,"TTh, 11:30AM-1PM","PIMENTEL, JOHNATAN",AY2324B
Math 122 THW,"TTh, 1-2:30PM","DE LOS REYES, AURELIO",AY2324B
Math 122 WFV,"WF, 11:30AM-1PM","AGAPITO, JULIUS CAESAR",AY2324B
Math 122 WFW,"WF, 1-2:30PM","AGAPITO, JULIUS CAESAR",AY2324B
Math 122 WFX,"WF, 2:30-4PM","MENDOZA, VICTORIA MAY",AY2324B
Math 122 WFX-1,"WF, 2:30-4PM","MOHAMMAD, RHUDAINA",AY2324B
Math 123.1 THW,"TTh, 1-2:30PM","ONA, MARK PHILIP",AY2324B
Math 123.1 WFW,"WF, 1-2:30PM","FULGENCIO, RHEADEL",AY2324B
Math 123.1 WFX,"WF, 2:30-4PM","VELASCO, GINO ANGELO",AY2324B
Math 123.1 WFY,"WF, 4-5:30PM","CABARRUBIAS, BITUIN",AY2324B
Math 128 THW,"TTh, 1-2:30PM","AGAPITO, JULIUS CAESAR",AY2324B
Math 128 THY,"TTh, 4-5:30PM","AGAPITO, JULIUS CAESAR",AY2324B
Math 128 WFR,"WF, 8:30-10AM","PEREZ, ROLANDO",AY2324B
Math 128 WFU,"WF, 10-11:30AM","CELESTE, RICHELL",AY2324B
Math 131 WFX,"WF, 2:30-4PM","FULGENCIO, RHEADEL",AY2324B
Math 133 THR,"TTh, 8:30-10AM","DE LOS REYES, AURELIO",AY2324B
Math 140 THW,"TTh, 1-2:30PM","ONA, JEANINE CONCEPCION",AY2324B
Math 142 THX,"TTh, 2:30-4PM","CAALIM, JONATHAN",AY2324B
Math 146 WFW,"WF, 1-2:30PM","LEYSON, DENNIS",AY2324B
Math 148 WFU,"WF, 10-11:30AM","SANTOS, ROVIN",AY2324B
Math 148 WFY,"WF, 4-5:30PM","SANTOS, ROVIN",AY2324B
Math 150.1 WFU,"WF, 10-11:30AM","MARFIL, RAMON IÑIGO",AY2324B
Math 150.1 WFV,"WF, 11:30AM-1PM","MARFIL, RAMON IÑIGO",AY2324B
Math 150.2 THW,"TTh, 1-2:30PM","SADDI, DARYL ALLEN",AY2324B
Math 150.2 WFV,"WF, 11:30AM-1PM","ONG, LU KEVIN",AY2324B
Math 150.2 WFW,"WF, 1-2:30PM","ONG, LU KEVIN",AY2324B
Math 150.2 WFY,"WF, 4-5:30PM","ONG, LU KEVIN",AY2324B
Math 158 THU,"TTh, 10-11:30AM","LOQUIAS, MANUEL JOSEPH",AY2324B
Math 162 SQR,"S, 7-10AM","SABANGAN, ALELIE",AY2324B
Math 162 SUV,"S, 10AM-1PM","SAMONTE, JOSEPH ANGELO",AY2324B
Math 162 THY,"TTh, 4-5:30PM","SADDI, DARYL ALLEN",AY2324B
Math 164 SUV,"S, 10AM-1PM","SABANGAN, ALELIE",AY2324B
Math 171 WFU,"WF, 10-11:30AM","VELASCO, ARRIANNE CRYSTAL",AY2324B
Math 171 WFV,"WF, 11:30AM-1PM","SAMBAYAN, RACHELLE",AY2324B
Math 171 WFW,"WF, 1-2:30PM","VELASCO, ARRIANNE CRYSTAL",AY2324B
Math 171 WFX,"WF, 2:30-4PM","SAMBAYAN, RACHELLE",AY2324B
Math 180.1 THV,"TTh, 11:30AM-1PM","RAYCO, MARIA BRENDA",AY2324B
Math 190 MYZ,"M, 4-6PM","LOQUIAS, MANUEL JOSEPH",AY2324B
Math 197 SRUMachine Learning for Intelligent Systems,"S, 8:30-11:30AM","SAMBAYAN, RACHELLE",AY2324B
Math 197 THYIntroduction to Functional Analysis,"TTh, 4-5:30PM","CABARRUBIAS, BITUIN",AY2324B
Math 197 WFWIntroduction to Elliptic Curves,"WF, 1-2:30PM","DIMABAYAO, JEROME",AY2324B
Math 202.2 WFZ,"WF, 5:30-7PM","LOPE, JOSE ERNIE; ONA, MARK PHILIP",AY2324B
Math 203 SYZ,"S, 4-7PM","BETTY, ROWENA ALMA",AY2324B
Math 204 SRU,"S, 9AM-12PM","DAMASCO, JOSEPH RAY CLARENCE",AY2324B
Math 209.2 THZ,"TTh, 5:30-7PM","PANINGBATAN, ARIEL",AY2324B
Math 210.1 SRU,"S, 8:30-11:30AM","BALMACEDA, JOSE MARIA",AY2324B
Math 210.2 THY,"TTh, 4-5:30PM","PARAS, AGNES CLOTILDE",AY2324B
Math 211 WFY,"WF, 4-5:30PM","DELA ROSA, PAUL REINE KENNETT",AY2324B
Math 214 THW,"TTh, 1-2:30PM","PARAS, AGNES CLOTILDE",AY2324B
Math 220.1 WFZ,"WF, 5:30-7PM","CELIZ, MARK JASON",AY2324B
Math 220.2 MYZ,"M, 4-7PM","SY, POLLY",AY2324B
Math 222 WFX,"WF, 2:30-4PM","VALLEJO, LOUIE JOHN",AY2324B
Math 227 THY,"TTh, 4-5:30PM","ANGELES, GERVY MARIE",AY2324B
Math 235 WFV,"WF, 11:30AM-1PM","MENDOZA, VICTORIA MAY",AY2324B
Math 241 SRU,"S, 8:30-11:30AM","JUNIO, ALLAN",AY2324B
Math 242 THX,"TTh, 2:30-4PM","BOYDON, KAI BRYNNE",AY2324B
Math 249 SWX,"S, 1-4PM","ROQUE, MARIAN",AY2324B
Math 260 SQR,"S, 7-10AM","SAMONTE, JOSEPH ANGELO",AY2324B
Math 266 SWX,"S, 1-4PM","LIOK, ALEX",AY2324B
Math 271.1 WFZ,"WF, 5:30-7PM","MENDOZA, RENIER; MOHAMMAD, RHUDAINA",AY2324B
Math 281 THZ,"TTh, 5:30-7PM","NERI, MARRICK",AY2324B
Math 290 MYZ,"M, 4-7PM","BETTY, ROWENA ALMA",AY2324B
Math 294 MXY,"M, 2:30-5:30PM","AMARRA, MARIA CARMEN; BALMACEDA, JOSE MARIA; VALDEZ, LILIBETH; ROQUE, MARIAN; DE LOS REYES, AURELIO; MOHAMMAD, RHUDAINA",AY2324B
Math 295 SYZ,"S, 4-7PM","SADDI, DARYL ALLEN",AY2324B
Math 296 MI,"M, 1-2PM","HERNANDEZ, BRYAN",AY2324B
Math 10 X3,", 11AM-1PM","OROPEZA, ALIP",AY2324M
Math 2 THR,"TTh, 8:30-10AM","CONSORTE, ODESSA",AY2425A
Math 2 THU,"TTh, 10-11:30AM","PANINGBATAN, ARIEL",AY2425A
Math 2 THV,"TTh, 11:30AM-1PM","LUY, JASMIN-MAE",AY2425A
Math 2 THW,"TTh, 1-2:30PM","ABARA, MA. NERISSA",AY2425A
Math 2 THX,"TTh, 2:30-4PM","PANINGBATAN, ARIEL",AY2425A
Math 2 WFU,"WF, 10-11:30AM","FULGENCIO, RHEADEL",AY2425A
Math 2 WFW,"WF, 1-2:30PM","GALVEZ, LUCKY ERAP",AY2425A
Math 2 WFX,"WF, 2:30-4PM","GALVEZ, LUCKY ERAP",AY2425A
Math 10 THU,"TTh, 10-11:30AM","ARCEO, CARLENE PERPETUA",AY2425A
Math 10 THV,"TTh, 11:30AM-1PM","NEMENZO, FIDEL",AY2425A
Math 10 THV-1,"TTh, 11:30AM-1PM","CAALIM, JONATHAN",AY2425A
Math 10 THW,"TTh, 1-2:30PM","CAALIM, JONATHAN",AY2425A
Math 10 THW-1,"TTh, 1-2:30PM","ARCEO, CARLENE PERPETUA",AY2425A
Math 10 THX,"TTh, 2:30-4PM","OROPEZA, ALIP",AY2425A
Math 10 THX-1,"TTh, 2:30-4PM","ROQUE, MARIAN",AY2425A
Math 10 THY,"TTh, 4-5:30PM","SADDI, DARYL ALLEN",AY2425A
Math 10 THY-1,"TTh, 4-5:30PM","ROQUE, MARIAN",AY2425A
Math 10 THY-2,"TTh, 4-5:30PM","OROPEZA, ALIP",AY2425A
Math 10 WFU,"WF, 10-11:30AM","NEMENZO, FIDEL",AY2425A
Math 10 WFU-1,"WF, 10-11:30AM","PIMENTEL, JOHNATAN",AY2425A
Math 10 WFW,"WF, 1-2:30PM","ARICHETA, VICTOR MANUEL",AY2425A
Math 10 WFX,"WF, 2:30-4PM","BOYDON, KAI BRYNNE",AY2425A
Math 126 WFW,"WF, 1-2:30PM","FULGENCIO, RHEADEL",AY2425A
Math 197 THWApproximation of Functions by Polynomials,"TTh, 1-2:30PM","VALLEJO, LOUIE JOHN",AY2425A
Math 197 WFUIntroduction to Coding Theory,"WF, 10-11:30AM","DELA CRUZ, ROMAR",AY2425A
Math 201 SYZ,"S, 4-7PM","BETTY, ROWENA ALMA",AY2425A
Math 202.1 THZ,"TTh, 5:30-7PM","ONA, MARK PHILIP",AY2425A
Math 203 SWX,"S, 1-4PM","BETTY, ROWENA ALMA",AY2425A
Math 205 SWX,"S, 1-4PM","LUY, JASMIN-MAE",AY2425A
Math 208 SUV,"S, 10AM-1PM","BALMACEDA, JOSE MARIA",AY2425A
Math 209.1 SUV,"S, 10AM-1PM","LOPE, JOSE ERNIE; MOHAMMAD, RHUDAINA",AY2425A
Math 210.1 THZ,"TTh, 5:30-7PM","LOQUIAS, MANUEL JOSEPH",AY2425A
Math 211 THW,"TTh, 1-2:30PM","PARAS, AGNES CLOTILDE",AY2425A
Math 211 THY,"TTh, 4-5:30PM","PARAS, AGNES CLOTILDE",AY2425A
Math 217 THX,"TTh, 2:30-4PM","GUADALUPE, RUSSELLE",AY2425A
Math 220.1 SXY,"S, 2:30-5:30PM","SY, POLLY",AY2425A
Math 220.1 WFX,"WF, 2:30-4PM","VELASCO, GINO ANGELO",AY2425A
Math 221 MWX,"M, 1-4PM","OROPEZA, ALIP; ROQUE, MARIAN",AY2425A
Math 228 WFY,"WF, 4-5:30PM","PEREZ, ROLANDO",AY2425A
Math 236 THY,"TTh, 4-5:30PM","HERNANDEZ, BRYAN",AY2425A
Math 240 SRU,"S, 8:30-11:30AM","JUNIO, ALLAN",AY2425A
Math 243 THY,"TTh, 4-5:30PM","VENTURA, JADE",AY2425A
Math 246 THW,"TTh, 1-2:30PM","BOYDON, KAI BRYNNE",AY2425A
Math 250 THY,"TTh, 4-5:30PM","ONG, LU KEVIN",AY2425A
Math 260 SUV,"S, 10AM-1PM","SADDI, DARYL ALLEN",AY2425A
Math 261 SUV,"S, 10AM-1PM","SADDI, DARYL ALLEN",AY2425A
Math 262.1 SUV,"S, 10AM-1PM","SAMONTE, JOSEPH ANGELO",AY2425A
Math 271.1 SQR,"S, 7-10AM","MOHAMMAD, RHUDAINA",AY2425A
Math 280 SUV,"S, 10AM-1PM","RAYCO, MARIA BRENDA",AY2425A
Math 290 MXY,"M, 4-7PM","JUNIO, ALLAN; LUY, JASMIN-MAE",AY2425A
Math 294 MQR,"M, 7-10AM","BASILLA, JULIUS; BALMACEDA, JOSE MARIA; PEREZ, ROLANDO; MOHAMMAD, RHUDAINA; HERNANDEZ, BRYAN",AY2425A
Math 296 SX,"S, 4-5PM","LUY, JASMIN-MAE",AY2425A
Math 297 WFWTopics in Matrix Analysis,"WF, 1-2:30PM","DELA ROSA, PAUL REINE KENNETT",AY2425A
Math 297 WFYMarkov Chains and Mixing Times,"WF, 4-5:30PM","ONG, LU KEVIN",AY2425A
Math 297 WFZNumerical Linear Algebra,"WF, 5:30-7PM","MENDOZA, RENIER",AY2425A
